Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
09-03-2020,15,,0.10,,,0.20,,0.10,0.20,0.20,,0.00,,,0.10,,0.10,0.30,,,,0.10,0.00,,0.10,0.20,0.20,0.20,0.10,0.00,0.20,,0.20,0.50,,,,,0.10,,,0.20,0.30,,0.10,0.20,,0.10,,
09-03-2020,16,,0.10,,,0.20,,0.00,0.00,0.20,,0.10,,,0.20,,0.10,0.20,,,,0.10,0.00,,0.00,0.20,0.10,0.20,0.10,0.10,0.10,,0.20,0.50,,,,,0.10,,,0.20,0.20,,0.10,0.20,,0.10,,
09-03-2020,17,,0.10,,,0.20,,0.10,0.10,0.20,,0.10,,,0.20,,0.20,0.00,,,,0.10,0.00,,0.00,0.10,0.10,0.20,0.00,0.10,0.10,,0.10,0.40,,,,,0.30,,,0.10,0.20,,0.10,0.10,,0.00,,
09-03-2020,18,,0.10,,,0.10,,0.10,0.20,0.30,,0.20,,,0.20,,0.40,0.10,,,,0.10,0.20,,0.00,0.10,0.20,0.30,0.00,0.10,0.20,,0.10,0.30,,,,,0.10,,,0.00,0.20,,0.40,0.10,,0.10,,
09-03-2020,19,,0.10,,,0.60,,0.30,0.30,0.30,,0.20,,,0.20,,0.60,0.10,,,,0.00,0.40,,0.20,0.20,0.30,0.40,0.00,0.30,0.20,,0.30,0.30,,,,,0.00,,,0.40,0.30,,0.20,0.20,,0.30,,
09-03-2020,20,,0.10,,,0.30,,0.40,0.50,0.40,,0.20,,,0.20,,0.50,0.20,,,,0.00,0.40,,0.10,0.20,0.30,0.20,0.00,0.30,0.30,,0.30,0.30,,,,,0.00,,,0.70,0.40,,0.10,0.20,,0.40,,
09-03-2020,21,,0.30,,,0.20,,0.30,0.50,0.30,,0.20,,,0.10,,0.50,0.20,,0.40,,0.10,0.40,,0.10,0.30,0.30,0.20,0.00,0.30,0.20,,0.30,0.30,,,,,0.10,,,0.40,0.20,,0.10,0.20,,0.20,,
09-03-2020,22,,0.10,,,0.10,,0.30,0.20,0.20,,,,,0.30,,0.00,0.10,,0.30,,0.10,0.30,,0.10,0.10,0.20,0.30,0.10,0.40,0.10,,0.30,0.30,,,,,0.10,,,0.10,0.20,,0.10,0.30,,0.10,,
09-03-2020,23,,0.20,,,0.30,,0.10,0.10,0.20,,,,,0.20,,0.10,0.10,,0.10,,0.00,0.10,,0.00,0.10,0.10,0.20,0.10,0.10,0.20,,0.20,0.30,,,,,0.30,,,0.20,0.20,,0.10,0.20,,0.10,,
09-03-2020,24,,0.20,,,0.40,,0.20,0.10,0.20,,,,,0.10,,0.00,0.10,,0.20,,0.20,0.10,,0.00,0.10,0.20,0.20,0.20,0.10,0.20,,0.10,0.20,,,,,0.20,,,0.10,0.10,,0.10,0.10,,0.10,,
10-03-2020,1,,0.10,,,0.40,,0.10,0.20,0.20,,,,,0.20,,0.00,0.20,,0.20,,0.10,0.10,,0.00,0.10,0.10,0.10,0.20,0.10,0.10,,0.10,0.20,,,,,0.10,,,0.10,0.10,,0.10,0.20,,0.10,,
10-03-2020,2,,0.00,,,0.10,,0.00,0.20,0.10,,,,,0.10,,0.00,0.20,,0.20,,0.10,0.10,,0.00,0.00,0.20,0.00,0.10,0.10,0.10,,0.10,0.20,,,,,0.20,,,0.10,0.10,,0.10,0.20,,0.10,,
10-03-2020,3,,0.00,,,0.30,,0.10,0.10,0.20,,,,,0.20,,0.00,0.20,,0.10,,0.00,0.00,,0.00,0.00,0.10,0.10,0.10,0.10,0.00,,0.10,0.10,,,,,0.20,,,0.20,0.10,,0.10,0.20,,0.40,,
10-03-2020,4,,0.10,,,0.30,,0.10,0.20,0.10,,,,,0.20,,0.00,0.10,,0.20,,0.00,0.00,,0.30,0.00,0.10,0.10,0.10,0.10,0.00,,0.00,0.10,,,,,0.10,,,0.30,0.30,,0.20,0.10,,0.20,,
10-03-2020,5,,0.10,,,0.10,,0.20,0.20,0.10,,,,,0.10,,0.10,0.20,,0.30,,0.10,0.30,,0.00,0.20,0.20,0.20,0.10,0.10,0.00,,0.20,0.10,,,,,0.20,,,0.20,0.40,,0.20,0.30,,0.10,,
10-03-2020,6,,0.10,,,0.20,,0.40,0.40,0.40,,,,,0.20,,0.20,0.10,,0.40,,0.10,0.20,,0.10,0.40,0.30,0.40,0.10,0.10,0.20,,0.30,0.10,,,,,0.20,,,0.40,0.30,,0.20,0.20,,0.10,,
10-03-2020,7,,0.20,,,0.30,,0.40,0.50,0.50,,,,,0.30,,0.80,0.30,,0.50,,0.10,0.30,,0.20,0.80,0.40,0.40,0.10,0.10,0.40,,0.40,0.10,,,,,0.50,,,0.50,0.30,,0.40,0.30,,0.30,,
10-03-2020,8,,0.30,,,0.30,,0.50,0.70,0.80,,,,,0.30,,0.70,0.80,,0.50,,0.10,0.70,,0.70,1.20,0.80,0.60,0.20,0.30,0.70,,0.40,0.20,,,,,0.80,,,0.50,0.50,,0.40,0.40,,0.50,,
10-03-2020,9,,0.50,,,0.20,,,0.70,0.80,,,,,0.50,,0.50,0.70,,0.60,,0.20,0.80,,0.60,0.90,0.90,0.70,0.20,0.30,0.80,,0.40,0.40,,,,,0.40,,,0.50,0.40,,0.50,0.50,,0.40,,
10-03-2020,10,,0.40,,,0.40,,0.90,0.70,0.80,,,,,0.60,,0.50,0.70,,0.70,,0.20,0.80,,0.40,1.00,0.90,0.70,0.20,0.40,0.70,,0.40,0.50,,,,,0.40,,,0.60,0.40,,0.50,0.50,,0.20,,
10-03-2020,11,,0.50,,,0.30,,0.90,0.50,0.80,,,,,0.70,,0.60,0.70,,0.80,,0.20,,,0.30,1.00,0.90,0.70,0.20,0.30,0.70,,,0.60,,,,,0.60,,,0.60,0.50,,0.50,0.40,,0.20,,
10-03-2020,12,,0.40,,,0.30,,0.70,0.50,0.80,,,,,0.70,,0.50,0.60,,0.90,,0.30,,,0.30,,0.70,0.80,0.30,,0.70,,,0.50,,,,,0.40,,,0.50,0.50,,0.40,0.30,,0.30,,
10-03-2020,13,,0.40,,,0.30,,0.60,0.70,0.60,,,,,0.50,,0.40,0.50,,0.70,,0.60,,,0.30,1.00,0.60,,0.20,0.40,0.60,,,0.40,,,,,0.30,,,0.60,0.40,,0.40,0.30,,0.30,,
10-03-2020,14,,0.30,,,0.30,,0.40,0.50,0.60,,,,,0.20,,0.40,0.60,,0.50,,0.50,,,0.10,0.90,0.50,0.50,0.10,0.30,0.60,,,0.30,,,,,0.20,,,0.20,0.20,,0.20,0.20,,0.20,,
10-03-2020,15,,0.20,,,0.10,,0.40,0.20,0.50,,,,,0.20,,0.20,0.40,,0.40,,0.40,0.30,,0.10,0.70,0.60,0.30,0.10,0.40,0.40,,0.30,0.20,,,,,0.20,,,0.20,0.10,,0.20,0.30,,0.10,,
10-03-2020,16,,0.20,,,0.10,,0.30,0.20,0.40,,,,,0.20,,0.20,0.20,,0.40,,0.40,0.30,,0.00,0.30,0.60,0.20,0.10,0.40,0.40,,0.30,0.10,,,,,0.10,,,0.20,0.20,,0.20,0.30,,0.10,,
10-03-2020,17,,0.10,,,0.10,,0.20,0.20,0.40,,,,,0.20,,0.20,0.10,,0.30,,0.40,0.40,,0.00,0.40,0.40,0.20,0.10,0.20,0.30,,0.30,0.10,,,,,0.20,,,0.20,0.20,,0.20,0.30,,0.10,,
10-03-2020,18,,0.20,,,0.10,,0.20,0.20,0.40,,,,,0.10,,0.10,0.10,,0.20,,0.30,0.30,,0.10,0.40,0.40,0.30,0.10,0.20,0.30,,0.20,0.00,,,,,0.20,,,0.20,0.20,,0.20,0.10,,0.10,,
10-03-2020,19,,0.10,,,0.10,,0.10,0.20,0.20,,,,,0.20,,0.10,0.10,,0.10,,0.20,0.10,,0.10,0.30,0.40,0.20,0.10,0.30,0.20,,0.30,0.10,,,,,0.30,,,0.20,0.20,,0.20,0.10,,0.20,,
10-03-2020,20,,0.10,,,0.10,,0.10,0.20,0.20,,,,,0.10,,0.10,0.20,,0.20,,0.30,0.20,,0.30,0.30,0.30,0.10,0.10,0.30,0.20,,0.30,0.10,,,,,0.30,,,0.30,0.30,,0.10,0.10,,0.20,,
10-03-2020,21,,0.10,,,0.10,,0.10,0.10,0.20,,,,,0.00,,0.10,0.30,,0.10,,0.30,0.20,,0.30,0.30,0.20,0.20,0.10,0.30,0.20,,0.30,0.20,,,,,0.30,,,0.20,0.30,,0.20,0.20,,0.20,,
10-03-2020,22,,0.10,,,0.20,,0.10,0.20,0.20,,,,,,,0.10,0.20,,0.20,,0.20,0.10,,0.20,0.30,0.20,0.10,0.10,0.30,0.20,,0.40,0.20,,,,,0.20,,,0.20,0.20,,0.10,0.20,,0.20,,
10-03-2020,23,,0.10,,,0.10,,0.10,0.20,0.20,,,,,,,0.20,0.20,,0.20,,0.20,0.10,,0.10,0.30,0.20,0.30,0.10,0.30,0.20,,0.30,0.10,,,,,0.30,,,0.20,0.20,,0.10,0.20,,0.20,,
10-03-2020,24,,0.20,,,0.60,,0.10,0.10,0.30,,,,,,,0.20,0.20,,0.20,,0.30,0.10,,0.00,0.10,0.20,0.20,0.20,0.10,0.30,,0.20,0.10,,,,,0.20,,,0.10,0.10,,0.10,0.10,,0.10,,
11-03-2020,1,,0.10,,,1.20,,0.00,0.20,0.20,,,,,,,0.60,0.10,,0.20,,0.20,0.10,,0.00,0.10,0.10,0.20,0.10,0.10,0.20,,0.10,0.00,,,,,0.10,,,0.50,0.20,,0.10,0.10,,0.20,,
11-03-2020,2,,0.10,,,1.50,,0.20,0.70,0.30,,,,,,,0.60,0.10,,0.40,,0.10,0.20,,0.00,0.20,0.30,0.50,0.20,0.00,0.30,,0.10,0.00,,,,,0.10,,,0.60,0.30,,0.10,0.10,,0.20,,
11-03-2020,3,,0.10,,,0.50,,0.20,0.50,0.40,,,,,,,0.50,0.20,,0.50,,0.00,0.30,,0.00,0.20,0.60,0.50,0.20,0.00,0.40,,0.00,0.00,,,,,0.00,,,0.40,0.70,,0.10,0.10,,0.30,,
11-03-2020,4,,0.10,,,0.40,,0.20,0.40,0.40,,,,,,,0.30,0.10,,0.40,,0.10,0.40,,0.20,0.10,0.50,0.30,0.20,0.00,0.30,,0.10,0.10,,,,,0.00,,,0.20,0.60,,0.00,0.10,,0.60,,
11-03-2020,5,,0.10,,,0.40,,0.20,0.30,0.30,,,,,0.30,,0.20,0.30,,0.40,,0.20,0.20,,0.50,0.30,0.30,0.40,0.20,0.20,0.10,,0.10,0.60,,,,,0.00,,,0.20,0.40,,0.10,0.10,,0.40,,
11-03-2020,6,,0.10,,,1.10,,0.20,0.50,0.30,,,,,0.10,,0.30,0.20,,0.40,,0.10,0.40,,0.60,0.60,0.50,0.70,0.10,0.20,0.20,,0.20,0.50,,,,,0.30,,,0.50,0.40,,0.30,0.30,,0.40,,
11-03-2020,7,,0.40,,,0.90,,0.50,0.80,0.40,,,,,0.40,,1.00,0.30,,0.70,,0.00,0.60,,0.60,0.80,0.60,0.80,0.20,0.30,0.40,,0.50,0.90,,,,,0.30,,,1.00,0.70,,0.60,0.50,,0.50,,
11-03-2020,8,,0.50,,,1.00,,0.80,1.10,0.90,,,,,0.80,,2.40,0.50,,1.10,,0.00,0.90,,0.90,1.50,0.90,0.70,0.40,0.40,0.60,,0.70,1.30,,,,,0.30,,,1.40,1.00,,1.00,0.60,,0.90,,
11-03-2020,9,,0.40,,,1.20,,0.90,1.30,0.90,,,,,0.90,,1.30,0.60,,1.30,,0.10,1.00,,1.10,1.40,1.10,0.80,0.20,0.50,0.70,,0.90,1.10,,,,,,,,1.20,1.20,,0.90,0.80,,1.00,,
11-03-2020,10,,0.50,,,0.80,,0.90,1.30,1.10,,,,,0.80,,1.10,0.70,,1.30,,0.10,0.80,,,1.30,1.20,1.30,0.40,0.50,0.80,,0.80,0.90,,,,,,,,1.10,1.20,,0.70,0.70,,0.70,,
11-03-2020,11,,0.80,,,0.90,,0.90,1.50,1.10,,,,,0.90,,1.00,,,1.30,,0.10,0.80,,,1.50,1.20,1.40,0.40,0.50,1.00,,0.80,1.00,,,,,,,,1.30,1.00,,0.60,,,,,
11-03-2020,12,,0.80,,,1.00,,1.10,1.30,1.00,,,,,0.60,,0.70,,,1.40,,0.20,0.90,,,1.80,1.30,1.50,0.30,0.50,1.00,,0.70,1.10,,,,,0.70,,,1.00,0.90,,0.70,,,,,
11-03-2020,13,,0.30,,,0.70,,1.20,1.10,1.10,,,,,0.10,,0.50,,,1.20,,0.10,1.10,,,1.20,1.20,0.90,0.30,0.60,0.90,,0.70,1.40,,,,,0.80,,,0.70,0.80,,0.70,,,,,
11-03-2020,14,,0.00,,,0.20,,0.60,0.40,0.60,,,,,0.10,,0.20,,,0.50,,0.10,0.70,,,1.20,0.70,0.30,0.20,0.60,0.40,,0.90,0.80,,,,,0.70,,,0.40,0.20,,0.60,,,,,
11-03-2020,15,,0.10,,,0.20,,0.30,0.20,0.40,,,,,0.10,,0.10,0.40,,0.50,,0.20,0.50,,0.20,0.40,0.60,0.20,0.10,0.30,0.30,,0.50,0.20,,,,,0.60,,,0.20,0.10,,0.30,,,0.10,,
11-03-2020,16,,0.10,,,0.10,,0.30,0.10,0.40,,,,,0.10,,0.10,0.10,,0.40,,0.20,0.30,,0.20,0.10,0.50,0.20,0.10,0.20,0.30,,0.20,0.00,,,,,0.40,,,0.20,0.00,,0.30,0.30,,0.10,,
11-03-2020,17,,0.10,,,0.10,,0.10,0.00,0.30,,,,,0.00,,0.10,0.10,,0.30,,0.20,0.10,,0.20,0.30,0.30,0.20,0.20,0.10,0.20,,0.10,0.10,,,,,0.40,,,0.20,0.10,,0.20,0.10,,0.10,,
11-03-2020,18,,0.10,,,0.10,,0.00,0.10,0.30,,,,,0.00,,0.10,0.10,,0.10,,0.20,0.00,,0.30,0.50,0.30,0.10,0.20,0.20,0.30,,0.20,0.00,,,,,0.40,,,0.30,0.10,,0.10,0.10,,0.10,,
11-03-2020,19,,0.10,,,0.20,,0.00,0.20,0.20,,,,,0.10,,0.50,0.20,,0.20,,0.20,0.10,,0.40,0.50,0.50,0.30,0.20,0.30,0.30,,0.30,0.10,,,,,0.50,,,0.50,0.20,,0.20,0.40,,0.20,,
11-03-2020,20,,0.10,,,0.30,,0.40,0.30,0.50,,,,,0.30,,0.40,0.30,,0.40,,0.20,0.40,,0.20,0.10,0.40,0.50,0.40,0.40,0.50,,0.60,0.10,,,,,0.80,,,0.50,0.30,,0.70,0.50,,0.20,,
11-03-2020,21,,0.20,,,0.30,,0.00,0.20,0.30,,,,,0.30,,0.50,0.20,,0.20,,0.30,0.10,,0.20,0.10,0.10,0.20,0.40,0.20,0.40,,0.30,0.20,,,,,0.50,,,0.20,0.20,,0.10,0.20,,0.30,,
11-03-2020,22,,0.10,,,0.30,,0.00,0.30,0.20,,,,,0.30,,0.30,0.30,,0.10,,0.30,0.20,,0.20,0.00,0.20,0.30,0.20,0.40,0.20,,0.50,0.30,,,,,0.60,,,0.50,0.60,,0.10,0.30,,0.60,,
11-03-2020,23,,0.10,,,0.30,,0.20,0.70,0.40,,,,,0.40,,0.60,0.50,,0.20,,0.30,0.50,,0.60,0.30,0.50,0.50,0.10,0.60,0.40,,1.00,0.40,,,,,0.40,,,0.60,0.80,,0.30,0.50,,0.60,,
11-03-2020,24,,0.10,,,0.30,,0.60,0.80,0.30,,,,,0.40,,0.30,0.40,,0.50,,0.20,0.60,,0.70,0.40,0.60,0.30,0.10,0.60,0.20,,0.90,0.40,,,,,0.40,,,0.50,0.60,,0.50,0.60,,0.80,,
12-03-2020,1,,0.00,,,0.30,,0.40,0.60,0.20,,,,,0.10,,0.10,0.50,,0.60,,0.20,0.60,,0.50,0.70,0.50,0.30,0.20,0.40,0.10,,0.60,0.50,,,,,0.40,,,0.40,0.70,,0.50,0.70,,0.80,,
12-03-2020,2,,0.00,,,0.20,,0.30,0.30,0.30,,,,,0.00,,0.10,0.30,,0.60,,0.10,0.80,,0.60,0.60,0.60,0.30,0.20,0.40,0.10,,0.40,0.50,,,,,0.40,,,0.50,0.70,,0.30,0.90,,0.90,,
12-03-2020,3,,0.00,,,0.50,,0.20,0.30,0.20,,,,,0.10,,0.10,0.40,,0.60,,0.10,0.60,,0.50,0.60,0.60,0.30,0.00,0.30,0.00,,0.70,0.40,,,,,0.30,,,0.10,0.70,,0.40,0.80,,0.70,,
12-03-2020,4,,0.00,,,0.20,,0.10,0.20,0.20,,,,,0.10,,0.00,0.30,,0.40,,0.10,0.30,,0.40,0.60,0.70,0.20,0.10,0.30,0.00,,0.60,0.40,,,,,0.20,,,0.20,0.40,,0.40,0.60,,0.60,,
12-03-2020,5,,0.10,,,0.10,,0.00,0.20,0.10,,,,,0.00,,0.10,0.20,,0.40,,0.10,0.40,,0.40,0.60,0.50,0.50,0.10,0.40,0.10,,0.60,0.50,,,,,0.30,,,0.20,0.30,,0.30,0.60,,0.60,,
12-03-2020,6,,0.10,,,0.30,,0.20,0.40,0.20,,,,,0.20,,0.30,0.30,,0.30,,0.10,0.70,,1.00,0.90,0.80,0.50,0.00,0.70,0.10,,0.90,0.60,,,,,0.40,,,0.40,0.40,,0.40,0.60,,0.90,,
12-03-2020,7,,0.10,,,0.50,,0.70,1.40,0.40,,,,,0.60,,1.10,0.40,,0.70,,0.10,0.90,,1.10,1.80,1.90,1.00,0.00,1.60,0.20,,1.40,0.80,,,,,0.90,,,1.30,1.60,,0.60,1.10,,1.30,,
12-03-2020,8,,0.10,,,1.30,,1.60,2.30,1.30,,,,,0.50,,3.00,1.40,,1.30,,0.10,1.20,,1.00,2.30,1.80,2.00,0.10,2.40,0.50,,2.70,1.30,,,,,1.20,,,1.60,2.00,,0.80,1.50,,2.10,,
12-03-2020,9,,0.40,,,0.90,,1.00,1.70,1.40,,,,,0.20,,2.00,1.60,,1.30,,,0.90,,1.20,1.60,1.20,1.50,0.10,1.90,0.60,,2.90,1.40,,,,,0.80,,,1.00,2.30,,0.60,0.70,,1.90,,
12-03-2020,10,,0.50,,,0.80,,0.70,1.80,0.90,,,,,0.20,,1.60,1.20,,1.00,,,0.80,,1.60,1.30,0.90,1.20,0.20,2.20,0.70,,1.60,1.00,,,,,0.60,,,0.90,2.10,,0.60,0.90,,1.00,,
12-03-2020,11,,0.40,,,0.60,,0.60,1.10,0.70,,,,,0.30,,0.90,0.70,,0.70,,0.20,0.50,,1.20,1.00,1.10,0.80,0.10,1.30,0.40,,1.00,0.60,,,,,0.20,,,0.60,1.20,,0.80,0.80,,0.60,,
12-03-2020,12,,0.10,,,0.40,,0.10,0.30,0.40,,,,,0.10,,0.30,0.20,,0.40,,0.20,0.20,,0.70,0.60,0.50,0.40,,0.30,0.20,,0.50,0.30,,,,,0.10,,,0.30,0.30,,0.30,0.40,,0.30,,
12-03-2020,13,,0.10,,,0.20,,0.10,0.30,0.20,,,,,0.10,,0.10,0.20,,0.20,,0.10,0.10,,0.20,0.50,0.30,0.20,0.10,0.10,0.10,,0.10,0.10,,,,,0.20,,,0.20,0.10,,0.10,0.10,,0.20,,
12-03-2020,14,,0.10,,,0.10,,0.10,0.30,0.20,,,,,0.10,,0.10,0.20,,0.30,,0.10,0.10,,0.20,0.40,0.30,0.30,0.10,0.00,0.10,,0.20,0.10,,,,,0.10,,,0.30,0.10,,0.10,0.00,,0.20,,
12-03-2020,15,,0.10,,,0.10,,0.30,0.10,0.30,,,,,0.00,,0.10,0.20,,0.30,,0.10,0.10,,0.20,0.30,0.40,0.30,0.00,0.10,0.20,,0.20,0.00,,,,,0.10,,,0.20,0.10,,0.00,0.10,,0.10,,
12-03-2020,16,,0.20,,,0.10,,0.20,0.10,0.30,,,,,0.00,,0.10,0.10,,0.20,,0.20,0.20,,0.20,0.20,0.20,0.10,0.00,0.10,0.20,,0.20,0.00,,,,,0.10,,,0.20,0.10,,0.10,0.10,,0.10,,
12-03-2020,17,,0.20,,,0.10,,0.10,0.00,0.20,,,,,0.00,,0.00,0.10,,0.10,,0.20,0.00,,0.20,0.20,0.30,0.20,0.10,0.10,0.10,,0.20,0.00,,,,,0.10,,,0.20,0.20,,0.10,0.10,,0.10,,
12-03-2020,18,,0.10,,,0.20,,0.00,0.10,0.10,,,,,0.00,,0.20,0.10,,0.10,,0.20,0.10,,0.30,0.30,0.30,0.10,0.00,0.10,0.10,,0.20,0.10,,,,,0.10,,,0.20,0.30,,0.10,0.00,,0.20,,
12-03-2020,19,,0.30,,,0.20,,0.20,0.40,0.30,,,,,0.10,,0.30,0.10,,0.30,,0.20,0.40,,0.20,0.30,0.40,0.40,0.10,0.20,0.30,,0.20,0.10,,,,,0.10,,,0.40,0.30,,0.20,0.20,,0.30,,
12-03-2020,20,,0.30,,,0.30,,0.30,0.20,0.50,,,,,0.10,,0.20,0.10,,0.20,,0.20,0.30,,0.10,0.10,0.20,0.20,0.10,0.20,0.30,,0.30,0.10,,,,,0.10,,,0.30,0.20,,0.30,0.30,,0.20,,
12-03-2020,21,,0.20,,,0.20,,0.10,0.20,0.20,,,,,0.00,,0.10,0.00,,0.10,,0.20,0.10,,0.10,0.00,0.10,0.20,0.10,0.00,0.20,,0.40,0.20,,,,,0.20,,,0.20,0.10,,0.20,0.20,,0.20,,
12-03-2020,22,,0.10,,,0.20,,0.10,0.20,0.10,,,,,0.10,,0.70,0.10,,0.10,,0.20,0.10,,0.10,0.10,0.10,0.10,0.20,0.10,0.10,,0.30,0.20,,,,,0.20,,,0.20,0.20,,0.20,0.20,,0.30,,
12-03-2020,23,,0.10,,,0.30,,0.10,0.20,0.20,,,,,0.10,,1.00,0.20,,0.10,,0.20,0.10,,0.30,0.10,0.30,0.10,0.20,0.20,0.10,,0.30,0.20,,,,,0.30,,,0.40,0.30,,0.20,0.20,,0.30,,
12-03-2020,24,,0.10,,,0.20,,0.20,0.30,0.20,,,,,0.10,,0.00,0.20,,0.20,,0.20,0.10,,0.40,0.20,0.30,0.10,0.10,0.10,0.20,,0.30,0.30,,,,,0.30,,,0.40,0.30,,0.10,0.20,,0.30,,
13-03-2020,1,,0.00,,,0.10,,0.10,0.30,0.20,,,,,0.20,,0.00,0.20,,0.20,,0.10,0.20,,0.30,0.10,0.40,0.10,0.10,0.10,0.10,,0.10,0.10,,,,,0.20,,,0.20,0.30,,0.20,0.20,,0.20,,
13-03-2020,2,,0.00,,,0.00,,0.20,0.30,0.20,,,,,0.10,,0.10,0.20,,0.20,,0.10,0.10,,0.30,0.20,0.30,0.10,0.10,0.20,0.00,,0.30,0.20,,,,,0.20,,,0.20,0.20,,0.20,0.20,,0.20,,
13-03-2020,3,,0.00,,,0.10,,0.20,0.30,0.10,,,,,0.00,,0.10,0.30,,0.30,,0.10,0.10,,0.30,0.30,0.30,0.20,0.00,0.30,0.00,,0.30,0.10,,,,,0.20,,,0.10,0.10,,0.30,0.20,,0.10,,
13-03-2020,4,,0.00,,,0.30,,0.10,0.10,0.10,,,,,0.10,,0.00,0.20,,0.40,,0.10,0.10,,0.30,0.30,0.60,0.10,0.00,0.20,0.00,,0.20,0.20,,,,,0.10,,,0.30,0.20,,0.30,0.30,,0.30,,
13-03-2020,5,,0.00,,,0.10,,0.20,0.10,0.10,,,,,0.00,,0.10,0.20,,0.40,,0.10,0.30,,0.30,0.40,0.60,0.50,0.00,0.50,0.00,,0.20,0.20,,,,,0.20,,,0.10,0.40,,0.20,0.30,,0.50,,
13-03-2020,6,,0.00,,,0.20,,0.30,0.30,0.20,,,,,0.20,,0.20,0.30,,0.50,,0.10,0.80,,0.60,0.60,1.00,0.70,0.00,0.30,0.10,,0.20,0.70,,,,,0.30,,,0.40,0.50,,0.30,0.40,,0.60,,
13-03-2020,7,,0.00,,,0.50,,0.60,0.90,0.30,,,,,0.20,,1.20,0.80,,0.60,,0.00,1.50,,1.40,1.30,1.20,1.00,0.00,0.90,0.50,,1.10,0.90,,,,,0.40,,,,1.00,,0.50,0.60,,0.80,,
13-03-2020,8,,0.10,,,0.90,,1.10,1.70,1.00,,,,,0.10,,2.10,1.00,,1.20,,0.10,1.60,,2.40,2.10,1.40,0.90,0.10,1.30,1.00,,2.00,2.00,,,,,0.90,,,,1.10,,0.80,2.00,,1.50,,
13-03-2020,9,,0.40,,,0.90,,0.90,1.10,0.60,,,,,0.10,,1.10,1.00,,1.20,,0.10,0.90,,2.20,0.90,1.00,0.40,0.00,0.60,0.50,,2.00,2.00,,,,,0.90,,,,1.00,,0.40,1.20,,,,
13-03-2020,10,,0.40,,,0.60,,0.80,1.00,0.80,,,,,0.10,,1.00,0.60,,0.70,,0.20,1.00,,1.20,1.20,1.00,0.60,0.00,0.60,0.60,,0.90,0.90,,,,,0.60,,,,1.00,,1.10,0.90,,0.80,,
13-03-2020,11,,0.40,,,0.10,,0.50,0.70,0.70,,,,,0.10,,0.50,0.60,,0.70,,0.20,0.60,,0.50,0.90,1.00,0.40,0.10,0.40,0.50,,0.80,0.70,,,,,0.30,,,,0.60,,1.00,0.60,,0.40,,
13-03-2020,12,,0.20,,,0.10,,0.40,0.50,0.40,,,,,0.10,,0.20,0.30,,0.40,,0.10,0.40,,0.30,0.60,0.50,0.30,0.10,0.30,0.10,,0.40,0.50,,,,,0.40,,,,0.30,,0.30,0.40,,0.20,,
13-03-2020,13,,0.20,,,0.10,,0.30,0.30,0.30,,,,,0.00,,0.20,0.20,,0.30,,0.10,0.20,,0.20,0.60,0.50,0.20,0.20,0.20,0.20,,0.20,0.30,,,,,0.20,,,,0.10,,0.20,0.20,,0.10,,
13-03-2020,14,,0.20,,,0.10,,0.20,0.20,0.30,,,,,0.10,,0.20,0.20,,0.20,,0.10,0.10,,0.20,0.20,0.30,0.30,0.10,0.10,0.20,,0.10,0.10,,,,,0.10,,,,0.10,,0.10,0.10,,0.10,,
13-03-2020,15,,0.20,,,0.10,,0.10,0.10,0.20,,,,,0.10,,0.10,0.10,,0.10,,0.20,0.10,,0.20,0.30,0.20,0.20,0.00,0.10,0.20,,0.20,0.00,,,,,0.00,,,,0.10,,0.00,0.10,,0.10,,
13-03-2020,16,,0.10,,,0.10,,0.10,0.00,0.10,,,,,0.10,,0.20,0.10,,0.10,,0.20,0.00,,0.20,0.30,0.20,0.10,0.00,0.10,0.10,,0.20,0.00,,,,,0.00,,,,0.10,,0.00,0.00,,0.10,,
13-03-2020,17,,0.10,,,0.10,,0.10,0.20,0.10,,,,,0.10,,0.20,0.10,,0.10,,0.20,0.10,,0.30,0.30,0.20,0.20,0.00,0.10,0.10,,0.10,0.20,,,,,0.00,,,,0.20,,0.00,0.00,,0.10,,
13-03-2020,18,,0.20,,,0.20,,0.20,0.30,0.20,,,,,0.10,,0.50,0.10,,0.20,,0.20,0.20,,0.10,0.30,0.30,0.30,0.00,0.10,0.10,,0.20,0.00,,,,,0.00,,,,0.30,,0.10,0.10,,0.10,,
13-03-2020,19,,0.20,,,0.20,,0.20,0.30,0.30,,,,,0.10,,0.60,0.10,,0.30,,0.20,0.30,,0.10,0.10,0.30,0.30,0.10,0.20,0.20,,0.20,0.20,,,,,0.00,,,,0.30,,0.10,0.20,,0.20,,
13-03-2020,20,,0.10,,,0.10,,0.20,0.20,0.20,,,,,0.10,,0.10,0.20,,0.30,,0.30,0.30,,0.20,0.20,0.40,0.10,0.10,0.20,0.20,,0.50,0.20,,,,,0.00,,,,0.20,,0.20,0.30,,0.20,,
